titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw G20 320D Xdrive 190 Cai Motor Nou,"28 550 €
Prețul e negociabil",28550.0,2020,81 000,N/A,https://www.olx.ro/d/oferta/bmw-g20-320d-xdrive-190-cai-motor-nou-IDjGh7w.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e2tbp4o8mmfu3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/41aj4r117ui91-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/vrf303h8j9rd-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8e65hvt5rxep2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1c4rb56nxb7q1-RO/image;s=2000x1500,diesel,automatic,Berlina,BMW,Unknown,olx_jGh7w,2025-09-08T12:42:08.767494
Bmw X6 Hibrid Diesel 125 000 Km,58 500 €,58500.0,2022,125 000,N/A,https://www.olx.ro/d/oferta/bmw-x6-hibrid-diesel-125-000-km-IDjMwkJ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/iqa9l9dl3x532-RO/image;s=1800x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/nwzf1jxp20nm3-RO/image;s=1800x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5fzpu4arsajs-RO/image;s=1800x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7k872j9j93t71-RO/image;s=1800x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/563z4adz0b5v-RO/image;s=1800x4000,diesel,automatic,SUV,BMW,X6,olx_jMwkJ,2025-09-08T12:42:12.970942
Bmw X5 40I G05 M Paket Crafted Clarity Pano Hud 17 340 Km,"61 500 €
Prețul e negociabil",61500.0,2022,17.340,N/A,https://www.olx.ro/d/oferta/bmw-x5-40i-g05-m-paket-crafted-clarity-pano-hud-17-340-km-IDjFh5Q.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o5d8y4fhqhnm3-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/tz5rl4zuexrt1-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/90vb56md580k3-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/pwadr9z406gs-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/986kh0slpzfn2-RO/image;s=4284x5712,petrol,automatic,SUV,BMW,X5,olx_jFh5Q,2025-09-08T12:42:17.214237
Bmw G20 320D Shadowline Distronic Trapa Laser Hk Full M,29 799 €,29799.0,2019,136 154,N/A,https://www.olx.ro/d/oferta/bmw-g20-320d-shadowline-distronic-trapa-laser-hk-full-m-IDjKs2c.html,,diesel,automatic,Berlina,BMW,Unknown,olx_jKs2c,2025-09-08T12:42:21.084706
Se Vinde Bmw X5 G05,44 000 €,44000.0,N/A,N/A,N/A,https://www.olx.ro/d/oferta/se-vinde-bmw-x5-g05-IDjLwrG.html,,N/A,N/A,N/A,BMW,X5,olx_jLwrG,2025-09-08T12:42:23.438784
Vand Bmw 520 Luxury 2017 2 0 Diesel Euro 6 Recent Inmatriculat,22 000 €,22000.0,2017,136 000,N/A,https://www.olx.ro/d/oferta/vand-bmw-520-luxury-2017-2-0-diesel-euro-6-recent-inmatriculat-IDjzUn5.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5p0u50pbf1ar3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/n6k090cu248a-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8l8gy1d1ydf11-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/p7tjcrailyjn-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8x20vpxoxouv2-RO/image;s=1000x750,diesel,automatic,Berlina,BMW,Unknown,olx_jzUn5,2025-09-08T12:42:28.359095
Mercedes Benz Gle 250D 4 Matic,"23 299 €
Prețul e negociabil",23299.0,2017,152 331,N/A,https://www.olx.ro/d/oferta/mercedes-benz-gle-250d-4-matic-IDjyWop.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/x5bfra5zl9co1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9i3mmvvjenli2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9jokj90noz2w-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4icf266a6j1p-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8o6j4ia10t9a2-RO/image;s=750x1000,diesel,automatic,SUV,Unknown,Unknown,olx_jyWop,2025-09-08T12:42:32.069776
Vand Mercedes Gla 4Matic Inca In Garantie Impecabil,"33 500 €
Prețul e negociabil",33500.0,2022,52 091,N/A,https://www.olx.ro/d/oferta/vand-mercedes-gla-4matic-inca-in-garantie-impecabil-IDjKmQq.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/z63yxfgxa6qm1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/b8yblv0daqhb-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/vtut0h9pyisc3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/p9t9sjqmbc2y-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/e3vyy2s7luc91-RO/image;s=1000x750,diesel,automatic,Hatchback,Unknown,Unknown,olx_jKmQq,2025-09-08T12:42:36.903958
Mercedes Benz Glc D 220 4Matic,"27 800 €
Prețul e negociabil",27800.0,N/A,N/A,N/A,https://www.olx.ro/d/oferta/mercedes-benz-glc-d-220-4matic-IDjMJHF.html,,N/A,N/A,N/A,Unknown,Unknown,olx_jMJHF,2025-09-08T12:42:39.863521
Mercedes Benz Cls 300D 2019 Euro 6 245Cp Amg Interior Exterior 80000 K,"37 800 €
Prețul e negociabil",37800.0,2019,80 300,N/A,https://www.olx.ro/d/oferta/mercedes-benz-cls-300d-2019-euro-6-245cp-amg-interior-exterior-80000-k-IDjHzrh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/tpzifscmh5ur-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/e5nfki4d30412-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/66jecg8l2v4l1-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/9chn254bo5pu2-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/a43iol61wa952-RO/image;s=756x1008,diesel,automatic,Berlina,MG,Unknown,olx_jHzrh,2025-09-08T12:42:43.752606
Mercedes Sprinter 314Cdi Luton Van,"6 800 €
Prețul e negociabil",6800.0,2017,300,N/A,https://www.olx.ro/d/oferta/mercedes-sprinter-314cdi-luton-van-IDjLFvl.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/30eahorvt1zl1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/rramiqswl41r2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/qshiayl0llmg-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/lc084qzzlx6p2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kakuxb62hptt-RO/image;s=1000x750,diesel,automatic,Minibus,Unknown,Unknown,olx_jLFvl,2025-09-08T12:42:46.662596
Mercedes C Class W205 I 4 Matic Primul Proprietar,"20 899 €
Prețul e negociabil",20899.0,2017,117,N/A,https://www.olx.ro/d/oferta/mercedes-c-class-w205-i-4-matic-primul-proprietar-IDjLp4V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/wq3zkivx4ewy-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/udhhzrjgmua72-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8gjoin10w2tu3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ubpy5ak7c1fx2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/v48qg2o5whx61-RO/image;s=750x1000,diesel,automatic,Berlina,Unknown,Unknown,olx_jLp4V,2025-09-08T12:42:51.348209
Gle Coupe 53 Amg,79 999 €,79999.0,2023,78 000,N/A,https://www.olx.ro/d/oferta/gle-coupe-53-amg-IDjM34l.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/66ntv98cg1rs3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mxx5dwxegek33-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/iog4fww6zy88-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/dyz4u68xb2xs3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4t9u3wmdggmg2-RO/image;s=750x1000,petrol,automatic,Coupe,MG,Unknown,olx_jM34l,2025-09-08T12:42:55.211343
Mercedes Glc300De 306 Cp Km Reali Fara Daune Istoric Mercedes,31 990 €,31990.0,2022,145 000,N/A,https://www.olx.ro/d/oferta/mercedes-glc300de-306-cp-km-reali-fara-daune-istoric-mercedes-IDjH3KE.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8r7yp0epj7d53-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/9o24hcuibofo3-RO/image;s=1000x655;https://frankfurt.apollo.olxcdn.com:443/v1/files/0d81acjv851-RO/image;s=1000x603;https://frankfurt.apollo.olxcdn.com:443/v1/files/8l2mctz5nk6r2-RO/image;s=1000x681;https://frankfurt.apollo.olxcdn.com:443/v1/files/vbewlw2fhjxw2-RO/image;s=1000x666,N/A,automatic,SUV,Unknown,Unknown,olx_jH3KE,2025-09-08T12:42:59.352660
Mercedes E 300 De 2021 Amg Int Ext 306Cp Plug In Hybrid Trapa Distron,"31 500 €
Prețul e negociabil",31500.0,N/A,N/A,N/A,https://www.olx.ro/d/oferta/mercedes-e-300-de-2021-amg-int-ext-306cp-plug-in-hybrid-trapa-distron-IDjKEqj.html,,N/A,N/A,N/A,MG,Unknown,olx_jKEqj,2025-09-08T12:43:03.068391
