titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw X5 40I G05 M Paket Crafted Clarity Pano Hud 17 340 Km,"61 500 €
Prețul e negociabil",61500.0,2022,17.340,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/bmw-x5-40i-g05-m-paket-crafted-clarity-pano-hud-17-340-km-IDjFh5Q.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o5d8y4fhqhnm3-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/tz5rl4zuexrt1-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/90vb56md580k3-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/pwadr9z406gs-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/986kh0slpzfn2-RO/image;s=4284x5712,petrol,automatic,SUV,BMW,X5,olx_jFh5Q,2025-09-11T19:59:56.924110
Bmw X5 3 0D Mild Hybrid 298Cp M Paket Pro Panorama Iconic Glow,"79 000 €
Prețul e negociabil",79000.0,2025,15 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/bmw-x5-3-0d-mild-hybrid-298cp-m-paket-pro-panorama-iconic-glow-IDjHJec.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pt4lrlllm34n2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/hmwk239te6zb3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/stdkeab8wh601-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/rzxqi2i44n3z1-RO/image;s=1000x760;https://frankfurt.apollo.olxcdn.com:443/v1/files/xi9p3xgxdxpe2-RO/image;s=1000x750,electric,automatic,SUV,BMW,X5,olx_jHJec,2025-09-11T20:01:08.497294
Vand Mercedes A Class,"17 800 €
Prețul e negociabil",17800.0,2019,200 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/vand-mercedes-a-class-IDjMh0o.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uq357ey895bk1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/q4zjyrrrxrga-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3sjacuuvyrbo2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/19yi18q24fl73-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jzrt7tg1qvnd3-RO/image;s=1500x2000,diesel,automatic,Berlina,Unknown,Unknown,olx_jMh0o,2025-09-11T20:01:38.380023
Mercedes E53 Amg,"50 000 €
Prețul e negociabil",50000.0,2019,127 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-e53-amg-IDjLuWI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/skkjyxirw3jc-RO/image;s=5712x4284;https://frankfurt.apollo.olxcdn.com:443/v1/files/i3gkmjd52na31-RO/image;s=5712x4284;https://frankfurt.apollo.olxcdn.com:443/v1/files/vjmtf6oi8n0t2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/5vgeycr1wbxe1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ak0uzua3xc84-RO/image;s=2000x1500,petrol,automatic,Berlina,MG,Unknown,olx_jLuWI,2025-09-11T20:01:46.588611
Mercedes Benz Glc 200D 4Matic,31 900 €,31900.0,2020,119 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-benz-glc-200d-4matic-IDjHzHv.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ka3urhdszafo2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/nlq4oo71fa6k2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/agplf0vbr3mu1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zuutexy09gv52-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/29ylfdm3it272-RO/image;s=1000x750,diesel,automatic,SUV,Unknown,Unknown,olx_jHzHv,2025-09-11T20:01:50.682234
Mercedes Benz Glc Coupe 220D 4Matic Amg Line Panorama Night Pack,"67 500 €
Prețul e negociabil",67500.0,2025,16 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-benz-glc-coupe-220d-4matic-amg-line-panorama-night-pack-IDjMRXx.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/a0efjcan8naq3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/db97dy2vnyuf1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/5gelnuq42cce2-RO/image;s=1000x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/ibgwk12ihxze3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ss9wqaafm0ez1-RO/image;s=1000x750,diesel,automatic,Coupe,MG,Unknown,olx_jMRXx,2025-09-11T20:01:55.360376
Mercedes Benz Gle 350D Coupe 4Matic Amg Pack,36 500 €,36500.0,2019,105 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-benz-gle-350d-coupe-4matic-amg-pack-IDjNl5Q.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/vns21ecv64jz1-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/e9jcpyze1v4u3-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/iz4uorc258y42-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/as2wc48h1z3k1-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/2iu981juyjpn2-RO/image;s=2000x2667,diesel,automatic,Coupe,MG,Unknown,olx_jNl5Q,2025-09-11T20:02:09.689823
Predare Leasing C 300 4Matic Amg Mild Hybrid 258 Cp Parcare Gratuit,"14 900 €
Prețul e negociabil",14900.0,2022,60 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/predare-leasing-c-300-4matic-amg-mild-hybrid-258-cp-parcare-gratuit-IDjAwLc.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/nq3pq1ei9q4w3-RO/image;s=2048x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/udq54gtf7ubg1-RO/image;s=1098x1042;https://frankfurt.apollo.olxcdn.com:443/v1/files/nlu05vr31ifk2-RO/image;s=2048x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/n37t8ud9s5jz2-RO/image;s=3000x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/g267b5rsbx9j2-RO/image;s=2048x2048,petrol,automatic,Berlina,MG,Unknown,olx_jAwLc,2025-09-11T20:02:31.671121
Mercedes Benz C200 Mild Hybrid Camere 360 Trapa Tva Deductibil,28 000 €,28000.0,2022,95 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-benz-c200-mild-hybrid-camere-360-trapa-tva-deductibil-IDjIFMd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2q1pvsproh1m-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/16p4ky6dziqq-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/z9er5oqvgcq52-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/hek24f0sitec3-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/fvlpojle6x913-RO/image;s=1600x900,hybrid,automatic,"//schema.org/UsedCondition""}}",Unknown,Unknown,olx_jIFMd,2025-09-11T20:03:01.575137
Vand Mercedes A Class,"17 800 €
Prețul e negociabil",17800.0,2019,200 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/vand-mercedes-a-class-IDjMh0o.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uq357ey895bk1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/q4zjyrrrxrga-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3sjacuuvyrbo2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/19yi18q24fl73-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jzrt7tg1qvnd3-RO/image;s=1500x2000,diesel,automatic,Berlina,Unknown,Unknown,olx_jMh0o,2025-09-11T20:03:26.586138
Mercedes C Class W205 I 4 Matic Primul Proprietar,"20 899 €
Prețul e negociabil",20899.0,2017,117,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-c-class-w205-i-4-matic-primul-proprietar-IDjLp4V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/wq3zkivx4ewy-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/udhhzrjgmua72-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8gjoin10w2tu3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ubpy5ak7c1fx2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/v48qg2o5whx61-RO/image;s=750x1000,diesel,automatic,Berlina,Unknown,Unknown,olx_jLp4V,2025-09-11T20:03:29.677023
Mercedes Benz E Class W213 2018 E 300 Pachet Amg Burm Distro Etc,"25 250 €
Prețul e negociabil",25250.0,2018,135 168,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-benz-e-class-w213-2018-e-300-pachet-amg-burm-distro-etc-IDjvv6n.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9d0608k0dh3s2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/qq85xphxrtt13-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/v48pz7nk425y2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/e5uia1l9t8jz2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/fq28wuu89br82-RO/image;s=1000x750,petrol,automatic,Berlina,MG,Unknown,olx_jvv6n,2025-09-11T20:04:02.340753
Mercedes Benz Cls 400 Pachet Amg 4Matic,39 900 €,39900.0,2020,130 000,Mai multe anunțuri ale acestui vânzător,https://www.olx.ro/d/oferta/mercedes-benz-cls-400-pachet-amg-4matic-IDjIB7O.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/d8ecprqxdixj-RO/image;s=1000x608;https://frankfurt.apollo.olxcdn.com:443/v1/files/78opvznnpypq3-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/oqxtw6vvwuhv-RO/image;s=1000x645;https://frankfurt.apollo.olxcdn.com:443/v1/files/dkxts3lhpxkl3-RO/image;s=1000x700;https://frankfurt.apollo.olxcdn.com:443/v1/files/e094nwk8fhoe1-RO/image;s=1000x666,diesel,automatic,Coupe,MG,Unknown,olx_jIB7O,2025-09-11T20:04:27.070026
